1,23.76
1,24.98
1,15.91
1,19.87
1,22.32
1,22.45
1,18.89
1,22.37
1,33.85
1,18.60
1,25.41
1,22.00
1,20.52
1,18.30
1,20.21
1,26.92
1,17.43
1,24.61
1,19.24
1,21.61
1,25.68
1,36.79
1,23.49
1,9.53
1,14.22
1,8.49
1,16.99
1,20.17
1,23.73
1,15.42
1,37.00
1,19.00
1,18.48
1,18.74
1,26.63
1,20.10
1,30.61
1,30.65
1,39.05
1,25.21
1,19.19
1,31.32
1,24.67
1,17.71
1,21.46
1,26.36
1,20.18
1,24.22
1,14.82
1,13.79
1,19.70
1,34.19
1,24.66
1,-4.14
1,12.81
1,16.52
1,20.39
1,12.71
1,10.64
1,18.42
1,19.99
1,20.51
1,32.65
1,24.32
1,35.88
1,32.70
1,15.69
1,21.66
1,25.34
1,16.63
1,19.64
1,16.64
1,28.56
1,14.16
1,20.78
1,17.01
1,20.09
1,31.96
1,17.10
1,33.31
1,32.66
1,42.07
1,28.37
1,30.24
1,18.10
1,32.78
1,16.76
1,28.59
1,16.10
1,19.16
1,15.46
1,20.28
1,14.59
1,22.85
1,20.11
1,24.75
1,35.88
1,3.76
1,14.26
1,27.62
1,24.37
1,16.51
1,27.58
1,35.85
1,11.15
